Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,Enrollment Type,Total Points Redeemed
Quebec,Quebec City,G1B 3L5,Female,Bachelor,53268,Married,Nova,Standard,1264
Alberta,Banff,T4V 1D4,Male,Bachelor,52657,Married,Star,Standard,706
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,48743,Married,Star,Standard,453
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,64141,Married,Star,Standard,1832
Quebec,Hull,J8Y 3Z5,Female,Bachelor,64426,Married,Star,2023 Promotion,673
Quebec,Montreal,H2T 2J6,Female,High School or Below,60806,Single,Star,Standard,1975
British Columbia,Vancouver,V5R 1W3,Male,High School or Below,50285,Divorced,Aurora,Standard,841
Ontario,Trenton,K8V 4B2,Male,Bachelor,72341,Married,Star,Standard,1481
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,50764,Married,Star,Standard,449
Ontario,Toronto,P5S 6R4,Female,Bachelor,78745,Single,Star,Standard,490
Alberta,Calgary,T3E 2V9,Female,High School or Below,52820,Married,Star,Standard,525
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,47542,Married,Nova,2023 Promotion,467
Quebec,Montreal,H2T 2J6,Female,Bachelor,75827,Married,Nova,2023 Promotion,741
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,58228,Divorced,Star,Standard,2211
Ontario,Toronto,M8Y 4K8,Male,Bachelor,54643,Single,Star,Standard,2307
Ontario,Toronto,P1L 8X8,Male,Bachelor,77619,Married,Nova,Standard,1338
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,75318,Married,Nova,Standard,860
Alberta,Banff,T4V 1D4,Male,Bachelor,81585,Single,Aurora,Standard,633
Ontario,Toronto,M2M 6J7,Female,High School or Below,81325,Divorced,Nova,Standard,1289
Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,72769,Married,Star,Standard,432
Quebec,Montreal,H3J 5I6,Female,High School or Below,49362,Married,Star,Standard,415
Ontario,Toronto,M2M 7K8,Male,Bachelor,48176,Divorced,Nova,Standard,515
Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,77990,Single,Star,Standard,966
Ontario,Ottawa,K1F 2R2,Male,Bachelor,74413,Married,Star,Standard,1295
Alberta,Edmonton,T3G 6Y6,Female,Bachelor,61809,Married,Star,Standard,1258
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,54301,Divorced,Nova,Standard,468
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,48824,Married,Nova,Standard,704
Ontario,Toronto,M2Z 4K1,Female,Bachelor,73360,Married,Nova,Standard,507
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,65068,Married,Aurora,Standard,955
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,73322,Married,Nova,Standard,1109
Alberta,Calgary,T3E 2V9,Male,High School or Below,80767,Married,Nova,Standard,1043
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,79181,Married,Star,Standard,437
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,56239,Married,Nova,2023 Promotion,1301
Quebec,Montreal,H2T 2J6,Female,Bachelor,56567,Single,Nova,Standard,869
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,56179,Married,Star,Standard,537
Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,77615,Married,Aurora,Standard,353
Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,48741,Married,Star,Standard,2214
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,79325,Married,Nova,Standard,1192
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,81028,Married,Nova,Standard,1414
Ontario,Toronto,M2Z 4K1,Female,Bachelor,74234,Married,Nova,Standard,812
Manitoba,Winnipeg,R2C 0M5,Female,Doctor,53429,Single,Aurora,Standard,671
Ontario,Trenton,K8V 4B2,Male,Bachelor,56354,Married,Aurora,Standard,1081
Quebec,Montreal,H2T 2J6,Female,Bachelor,80280,Married,Nova,Standard,369
Ontario,Toronto,M1R 4K3,Male,Bachelor,62521,Married,Nova,Standard,378
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,79023,Married,Nova,Standard,591
Quebec,Tremblant,H5Y 2S9,Male,Bachelor,74135,Married,Nova,Standard,2301
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,67052,Married,Nova,Standard,516
Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,61111,Single,Star,Standard,1137
Ontario,Toronto,M1R 4K3,Female,Doctor,67411,Divorced,Star,Standard,1767
Ontario,Kingston,M9K 2P4,Female,Bachelor,72078,Single,Nova,Standard,496
Ontario,Kingston,M9K 2P4,Female,Bachelor,52804,Married,Aurora,Standard,1246
Ontario,Toronto,M2M 7K8,Female,Bachelor,53465,Single,Nova,Standard,498
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,61367,Married,Aurora,Standard,949
Ontario,Ottawa,K1G 4Z0,Female,Bachelor,61697,Married,Star,Standard,587
Quebec,Montreal,H2T 9K8,Female,Bachelor,74770,Married,Nova,Standard,1354
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,69660,Married,Nova,Standard,1800
Ontario,Toronto,P5S 6R4,Female,High School or Below,69529,Single,Star,Standard,940
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,47774,Single,Nova,Standard,910
Quebec,Montreal,H4G 3T4,Male,Bachelor,49188,Married,Aurora,Standard,1102
Ontario,Ottawa,K1F 2R2,Female,Bachelor,49477,Married,Aurora,Standard,2019
Ontario,Ottawa,K1F 2R2,Female,Bachelor,71014,Divorced,Nova,Standard,338
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,53862,Married,Star,Standard,465
Ontario,Kingston,M9K 2P4,Male,High School or Below,80919,Single,Star,Standard,2134
Alberta,Edmonton,T9G 1W3,Female,Bachelor,72473,Married,Aurora,Standard,478
Quebec,Tremblant,H5Y 2S9,Female,Bachelor,80351,Married,Nova,Standard,972
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,70557,Divorced,Star,Standard,791
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,74954,Married,Star,Standard,2154
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,76485,Single,Star,Standard,565
Quebec,Quebec City,G1B 3L5,Male,Bachelor,77914,Divorced,Star,Standard,597
Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,82190,Divorced,Nova,Standard,1029
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,65986,Married,Nova,Standard,381
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,54026,Married,Aurora,Standard,1246
Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,70544,Married,Star,Standard,490
Quebec,Montreal,H4G 3T4,Male,Bachelor,71900,Married,Star,Standard,529
Quebec,Montreal,H2T 2J6,Female,Bachelor,62259,Married,Nova,Standard,1513
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,54397,Married,Aurora,Standard,450
Ontario,Trenton,K8V 4B2,Male,Bachelor,49871,Married,Aurora,Standard,1632
Quebec,Montreal,H4G 3T4,Female,Bachelor,63515,Married,Aurora,Standard,1324
Ontario,Thunder Bay,K8T 5M5,Female,High School or Below,46444,Married,Nova,Standard,723
Ontario,Kingston,M9K 2P4,Male,Bachelor,65997,Divorced,Star,Standard,738
Ontario,Ottawa,K1F 2R2,Male,Bachelor,82675,Single,Star,Standard,682
Ontario,Trenton,K8V 4B2,Female,Bachelor,30203,Married,Aurora,2023 Promotion,1087
Alberta,Edmonton,T3G 6Y6,Male,High School or Below,54033,Single,Nova,Standard,1533
Ontario,Toronto,M8Y 4K8,Female,Bachelor,63616,Married,Nova,Standard,2042
British Columbia,Victoria,V10 6T5,Male,Bachelor,56016,Single,Nova,Standard,1049
British Columbia,Whistler,V6T 1Y8,Female,High School or Below,80289,Divorced,Star,Standard,1034
Ontario,London,M5B 3E4,Male,Bachelor,78636,Married,Star,Standard,595
Ontario,Toronto,M2M 6J7,Male,Bachelor,53483,Married,Star,Standard,1124
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,55882,Married,Star,Standard,1642
British Columbia,Victoria,V10 6T5,Female,Bachelor,67309,Married,Star,Standard,1306
British Columbia,Victoria,V10 6T5,Male,Bachelor,39025,Single,Star,2023 Promotion,404
Ontario,Toronto,M2M 7K8,Female,Bachelor,82876,Married,Nova,Standard,1089
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,50098,Married,Aurora,Standard,686
Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,54872,Divorced,Star,Standard,1734
Ontario,Toronto,M1R 4K3,Male,Bachelor,74158,Married,Star,Standard,370
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,58372,Married,Star,Standard,823
Newfoundland,St. John's,A1C 6H9,Male,Bachelor,70212,Divorced,Star,Standard,692
Quebec,Montreal,H2T 9K8,Male,Bachelor,58479,Single,Nova,Standard,1837
Ontario,Toronto,M2Z 4K1,Male,Bachelor,49202,Married,Star,Standard,450
Ontario,Ottawa,K1G 4Z0,Female,Bachelor,60459,Married,Nova,2023 Promotion,934
Quebec,Montreal,H2Y 2W2,Male,Bachelor,53409,Single,Nova,Standard,704
Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,59061,Married,Star,Standard,312
Ontario,Toronto,P1J 8T7,Female,Bachelor,77288,Married,Nova,Standard,1542
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,76940,Married,Star,Standard,1466
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,57510,Single,Star,Standard,2490
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,78617,Married,Aurora,2023 Promotion,541
Quebec,Montreal,H2T 2J6,Female,Bachelor,53637,Single,Nova,Standard,1817
Quebec,Montreal,H2T 9K8,Female,Bachelor,69274,Single,Star,Standard,1124
Quebec,Montreal,H2T 9K8,Male,Bachelor,66629,Married,Nova,Standard,737
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,74770,Married,Nova,Standard,521
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,60934,Married,Aurora,Standard,1814
Quebec,Montreal,H4G 3T4,Male,Bachelor,51795,Married,Star,Standard,1997
British Columbia,Victoria,V10 6T5,Male,High School or Below,77822,Married,Star,Standard,315
Ontario,Toronto,P1J 8T7,Male,Bachelor,75978,Divorced,Aurora,Standard,445
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,81115,Divorced,Nova,Standard,1156
Quebec,Montreal,H4G 3T4,Female,Bachelor,50176,Married,Star,Standard,479
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,51795,Married,Star,Standard,1952
Quebec,Montreal,H2T 2J6,Male,Bachelor,82573,Single,Aurora,Standard,2633
British Columbia,Vancouver,V5R 1W3,Male,High School or Below,65177,Married,Nova,Standard,1608
Alberta,Banff,T4V 1D4,Male,Bachelor,72409,Married,Nova,Standard,1006
Saskatchewan,Regina,S6J 3G0,Female,Bachelor,58725,Married,Star,Standard,712
Quebec,Hull,J8Y 3Z5,Male,Bachelor,67358,Married,Nova,Standard,1896
Ontario,Toronto,P1J 8T7,Female,Bachelor,53068,Married,Nova,Standard,1065
Ontario,Sudbury,M5V 1G5,Male,Master,72401,Single,Aurora,Standard,569
British Columbia,Victoria,V10 6T5,Male,High School or Below,81036,Married,Star,Standard,336
Quebec,Montreal,H2Y 4R4,Male,Bachelor,72409,Married,Nova,Standard,442
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,74770,Married,Star,Standard,402
Quebec,Montreal,H4G 3T4,Female,Bachelor,77601,Married,Star,Standard,979
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,56392,Married,Star,Standard,696
Quebec,Quebec City,G1B 3L5,Female,Bachelor,63654,Married,Star,Standard,990
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,67219,Married,Aurora,Standard,354
Ontario,Toronto,M2P 4F6,Female,Bachelor,64605,Married,Aurora,Standard,1761
Quebec,Montreal,H4G 3T4,Male,Bachelor,74153,Divorced,Nova,Standard,955
Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,58740,Single,Aurora,Standard,1682
Ontario,Toronto,P2T 6G3,Male,Bachelor,60582,Divorced,Nova,Standard,591
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,51017,Married,Nova,Standard,2079
Ontario,Toronto,P1J 8T7,Male,Bachelor,72656,Divorced,Aurora,Standard,1463
British Columbia,Kelowna,V09 2E9,Female,Bachelor,56594,Divorced,Star,Standard,990
British Columbia,Whistler,V6T 1Y8,Female,High School or Below,65565,Married,Nova,Standard,366
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,48852,Married,Nova,Standard,1010
Ontario,Toronto,M1R 4K3,Male,Bachelor,76159,Married,Star,Standard,1463
Quebec,Montreal,H2T 9K8,Female,Bachelor,47996,Married,Aurora,Standard,518
Saskatchewan,Regina,S6J 3G0,Female,Bachelor,57377,Single,Nova,Standard,1478
Quebec,Montreal,H2Y 2W2,Male,Bachelor,65489,Married,Nova,Standard,1512
Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,69371,Divorced,Star,Standard,1483
Ontario,Toronto,M8Y 4K8,Female,Bachelor,80000,Single,Star,Standard,1021
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,72409,Married,Nova,Standard,1372
Ontario,Toronto,M2Z 4K1,Female,Bachelor,54340,Married,Aurora,Standard,399
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,50906,Divorced,Star,Standard,1261
Ontario,Toronto,P2T 6G3,Female,Bachelor,62604,Married,Nova,Standard,1306
Ontario,Toronto,P1W 1K4,Male,Doctor,73871,Single,Star,Standard,927
British Columbia,Victoria,V10 6T5,Female,Bachelor,82481,Divorced,Aurora,Standard,1214
Ontario,Ottawa,K1F 2R2,Male,Bachelor,61746,Single,Nova,Standard,1171
Ontario,Toronto,M8Y 4K8,Male,Bachelor,55335,Married,Star,Standard,291
Quebec,Tremblant,H5Y 2S9,Male,Bachelor,72587,Married,Star,Standard,408
Ontario,Toronto,P1W 1K4,Male,Bachelor,66259,Divorced,Aurora,Standard,833
Ontario,Kingston,M9K 2P4,Female,Bachelor,59256,Single,Star,Standard,1080
Ontario,Toronto,P2T 6G3,Female,Bachelor,67445,Single,Aurora,Standard,491
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,75551,Married,Nova,Standard,353
Quebec,Quebec City,G1B 3L5,Female,Master,81333,Single,Nova,Standard,611
Alberta,Banff,T4V 1D4,Male,Bachelor,33651,Married,Nova,2023 Promotion,409
Quebec,Montreal,H2T 2J6,Male,Bachelor,49610,Married,Aurora,Standard,1074
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,47715,Divorced,Nova,Standard,415
Ontario,Toronto,P5S 6R4,Male,Bachelor,81028,Married,Star,Standard,483
British Columbia,Victoria,V10 6T5,Male,Bachelor,57996,Married,Nova,Standard,556
Ontario,Sudbury,M5V 1G5,Female,Bachelor,64726,Divorced,Nova,Standard,1147
Ontario,Toronto,M2M 7K8,Female,Bachelor,70159,Married,Star,Standard,2841
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,54786,Married,Aurora,Standard,491
Ontario,Toronto,P5S 6R4,Female,Bachelor,77608,Married,Nova,Standard,1503
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,63840,Married,Star,Standard,923
Ontario,Toronto,P1J 8T7,Female,High School or Below,47587,Divorced,Aurora,Standard,712
Ontario,Thunder Bay,K8T 5M5,Male,Doctor,67855,Married,Nova,Standard,1289
Ontario,Trenton,K8V 4B2,Female,Bachelor,80479,Divorced,Nova,Standard,1014
Ontario,Toronto,M1R 4K3,Female,Bachelor,59401,Married,Star,Standard,590
Ontario,Toronto,P2T 6G3,Male,Bachelor,61428,Single,Nova,2023 Promotion,1084
Ontario,Toronto,P2T 6G3,Male,Bachelor,65762,Married,Star,Standard,1335
Ontario,Toronto,P1J 8T7,Male,Bachelor,73262,Married,Nova,Standard,694
Quebec,Montreal,H2Y 4R4,Female,Bachelor,51041,Married,Star,Standard,1307
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,47322,Married,Nova,2023 Promotion,1005
Quebec,Hull,J8Y 3Z5,Male,Bachelor,58589,Married,Star,Standard,1088
Ontario,Toronto,P5S 6R4,Female,Bachelor,47715,Divorced,Nova,Standard,1066
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,74135,Married,Star,Standard,2758
Quebec,Hull,J8Y 3Z5,Female,Bachelor,52935,Divorced,Star,Standard,2505
Alberta,Banff,T4V 1D4,Male,Bachelor,69274,Single,Aurora,Standard,906
Ontario,Ottawa,K1F 2R2,Male,Bachelor,70359,Married,Aurora,2023 Promotion,349
Ontario,Trenton,K8V 4B2,Male,Bachelor,67862,Divorced,Star,Standard,1028
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,65540,Married,Star,Standard,356
Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,52201,Married,Star,Standard,1403
Quebec,Montreal,H4G 3T4,Male,Bachelor,81115,Divorced,Aurora,Standard,429
Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,39000,Single,Star,Standard,807
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,73015,Married,Nova,Standard,326
Ontario,Ottawa,K1F 2R2,Female,High School or Below,78318,Married,Nova,Standard,390
Ontario,Toronto,P1W 1K4,Male,Bachelor,62243,Single,Star,Standard,1218
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,48096,Married,Star,2023 Promotion,1425
Ontario,Toronto,M2Z 4K1,Female,Bachelor,57587,Divorced,Star,Standard,484
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,72202,Single,Nova,Standard,1014
New Brunswick,Moncton,E1A 2A7,Male,Bachelor,67101,Married,Nova,Standard,1780
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,82358,Married,Aurora,Standard,1585
Ontario,Toronto,M8Y 4K8,Male,Bachelor,74046,Divorced,Nova,Standard,1135
British Columbia,Victoria,V10 6T5,Male,Bachelor,56567,Single,Star,Standard,503
Ontario,Ottawa,K1G 4Z0,Male,Bachelor,60073,Married,Aurora,Standard,1646
British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,61668,Divorced,Aurora,Standard,2877
Ontario,Kingston,M9K 2P4,Female,Bachelor,76349,Married,Nova,Standard,454
Quebec,Hull,J8Y 3Z5,Male,Bachelor,52109,Divorced,Star,Standard,1665
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57257,Married,Star,Standard,1470
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,81546,Married,Star,Standard,1147
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,77288,Married,Nova,Standard,854
Ontario,London,M5B 3E4,Male,High School or Below,44092,Single,Nova,Standard,537
Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,50655,Married,Nova,Standard,398
British Columbia,Kelowna,V09 2E9,Male,Bachelor,82157,Married,Star,Standard,516
Quebec,Montreal,H2Y 2W2,Male,Bachelor,73492,Married,Star,Standard,538
Quebec,Montreal,H2T 2J6,Male,Bachelor,54144,Married,Nova,Standard,535
Quebec,Montreal,H2T 9K8,Male,Bachelor,30353,Married,Nova,2023 Promotion,1096
Quebec,Montreal,H2Y 2W2,Male,Bachelor,67109,Divorced,Aurora,Standard,1058
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,63985,Married,Aurora,Standard,608
Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,52484,Divorced,Star,Standard,343
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,54231,Single,Star,Standard,4282
Ontario,Toronto,M2Z 4K1,Male,Bachelor,77705,Married,Aurora,Standard,2714
Ontario,Trenton,K8V 4B2,Female,Bachelor,50663,Married,Star,2023 Promotion,1204
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,46905,Married,Nova,Standard,989
Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,70376,Divorced,Star,Standard,1226
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,66537,Married,Aurora,Standard,1727
Ontario,Toronto,M1R 4K3,Male,Bachelor,52693,Married,Aurora,Standard,1472
Quebec,Tremblant,H5Y 2S9,Male,Bachelor,59622,Single,Star,Standard,590
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,54982,Single,Star,Standard,487
British Columbia,Vancouver,V6E 3D9,Female,High School or Below,69529,Single,Star,Standard,1098
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,59273,Married,Nova,Standard,1042
New Brunswick,Fredericton,E3B 2H2,Female,High School or Below,42799,Single,Star,Standard,913
Alberta,Banff,T4V 1D4,Male,High School or Below,55478,Married,Nova,Standard,1027
Ontario,Sudbury,M5V 1G5,Female,Bachelor,59000,Married,Aurora,Standard,351
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,64605,Married,Star,Standard,445
Quebec,Montreal,H2Y 2W2,Female,Bachelor,69003,Married,Aurora,2023 Promotion,343
Ontario,Toronto,M1R 4K3,Female,Bachelor,49516,Divorced,Star,Standard,1161
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,64661,Married,Star,Standard,509
Quebec,Montreal,H2Y 4R4,Female,Bachelor,51732,Married,Star,Standard,2337
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,69584,Married,Nova,Standard,401
Ontario,Toronto,M2M 7K8,Female,Bachelor,72409,Married,Star,Standard,439
Alberta,Peace River,T9O 2W2,Male,High School or Below,39494,Single,Nova,Standard,518
Quebec,Montreal,H2T 9K8,Male,Bachelor,59264,Married,Nova,Standard,725
British Columbia,Vancouver,V6E 3D9,Male,High School or Below,69448,Married,Nova,Standard,1031
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,65785,Divorced,Aurora,Standard,594
Ontario,Toronto,P2T 6G3,Female,Bachelor,57954,Married,Star,Standard,715
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,78087,Married,Aurora,Standard,940
Quebec,Montreal,H2Y 2W2,Female,Bachelor,47646,Single,Aurora,Standard,3384
Quebec,Montreal,H2Y 2W2,Male,Bachelor,57808,Divorced,Aurora,Standard,342
Ontario,Toronto,P1W 1K4,Female,Bachelor,62298,Married,Star,Standard,1214
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,50895,Married,Star,Standard,1022
Saskatchewan,Regina,S1J 3C5,Male,Bachelor,65997,Divorced,Star,Standard,1102
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,73544,Married,Nova,Standard,1743
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,79817,Married,Aurora,Standard,1556
Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,64373,Married,Aurora,Standard,753
Ontario,Toronto,M8Y 4K8,Male,Bachelor,69609,Married,Aurora,Standard,1951
Ontario,Toronto,M2M 7K8,Female,Bachelor,79192,Married,Star,Standard,893
Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,77601,Married,Star,Standard,966
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,79007,Married,Aurora,Standard,1116
Ontario,Toronto,P1J 8T7,Female,High School or Below,56082,Married,Star,Standard,1319
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,74135,Married,Nova,Standard,1765
Ontario,Toronto,P1L 8X8,Male,Bachelor,62021,Married,Star,Standard,625
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,57870,Married,Aurora,Standard,536
Ontario,Toronto,P1J 8T7,Male,Bachelor,75982,Married,Aurora,Standard,1766
Alberta,Edmonton,T9G 1W3,Female,Bachelor,80692,Married,Star,Standard,1202
Ontario,Trenton,K8V 4B2,Female,Bachelor,55564,Divorced,Aurora,Standard,1422
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,74135,Married,Star,Standard,1323
Quebec,Montreal,H2T 2J6,Female,Bachelor,71120,Married,Nova,Standard,889
British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,45229,Single,Star,Standard,1312
Ontario,Toronto,P1J 8T7,Female,High School or Below,45384,Married,Star,Standard,1139
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,61441,Married,Star,Standard,1428
Alberta,Calgary,T3E 2V9,Male,Bachelor,71103,Married,Aurora,Standard,948
Ontario,Toronto,P1J 8T7,Female,Bachelor,47638,Married,Aurora,Standard,1892
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,79766,Married,Nova,Standard,570
Quebec,Quebec City,G1B 3L5,Male,High School or Below,73617,Single,Star,Standard,843
Alberta,Edmonton,T3G 6Y6,Female,Bachelor,82152,Married,Nova,Standard,2073
Quebec,Montreal,H2T 9K8,Male,High School or Below,72796,Married,Aurora,Standard,541
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,76590,Married,Nova,Standard,1924
British Columbia,Victoria,V10 6T5,Female,Bachelor,51510,Married,Nova,Standard,954
Quebec,Hull,J8Y 3Z5,Male,Bachelor,77863,Married,Aurora,Standard,1860
Ontario,Ottawa,K1G 4Z0,Female,Bachelor,56088,Married,Nova,Standard,937
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,48445,Married,Nova,Standard,532
Newfoundland,St. John's,A1C 6H9,Male,Bachelor,75781,Single,Star,2023 Promotion,740
Ontario,Ottawa,K1G 4Z0,Female,Bachelor,51079,Married,Star,Standard,1534
Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,52821,Single,Star,Standard,715
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,73150,Married,Aurora,Standard,1871
Quebec,Quebec City,G1B 3L5,Female,Bachelor,79207,Divorced,Nova,2023 Promotion,1029
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,69599,Divorced,Star,Standard,470
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,70102,Married,Nova,Standard,417
New Brunswick,Moncton,E1A 2A7,Male,Bachelor,47383,Married,Star,Standard,872
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,82427,Married,Star,Standard,506
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,81762,Married,Star,Standard,799
Ontario,Toronto,M2P 4F6,Female,Bachelor,54784,Divorced,Aurora,Standard,914
Quebec,Montreal,H2T 9K8,Female,Bachelor,49253,Married,Star,Standard,619
British Columbia,Whistler,V6T 1Y8,Male,High School or Below,52477,Married,Star,Standard,981
Ontario,Kingston,M9K 2P4,Male,Bachelor,81503,Married,Star,Standard,829
Ontario,Toronto,M8Y 4K8,Female,Bachelor,50723,Married,Aurora,Standard,1296
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,81549,Married,Aurora,Standard,1301
Ontario,Toronto,M2M 6J7,Female,High School or Below,66761,Married,Aurora,Standard,947
Ontario,Toronto,P1L 8X8,Male,Bachelor,72638,Married,Aurora,Standard,409
Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,48069,Married,Star,Standard,411
Quebec,Montreal,H2T 9K8,Male,Bachelor,80313,Married,Star,Standard,1514
Ontario,Ottawa,K1F 2R2,Male,Bachelor,78245,Divorced,Nova,Standard,688
Alberta,Banff,T4V 1D4,Male,Bachelor,59595,Married,Nova,Standard,1795
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,55608,Married,Aurora,Standard,972
Quebec,Hull,J8Y 3Z5,Female,Bachelor,56169,Married,Star,Standard,1210
Ontario,Toronto,P1J 8T7,Male,Bachelor,73864,Single,Star,Standard,1250
Ontario,London,M5B 3E4,Male,Doctor,48109,Married,Star,Standard,547
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,76502,Married,Aurora,Standard,1224
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,61764,Single,Nova,Standard,1684
Quebec,Quebec City,G1B 3L5,Male,Bachelor,47776,Married,Aurora,Standard,1130
Ontario,Toronto,P1J 8T7,Female,Bachelor,52646,Married,Star,Standard,694
Ontario,Toronto,P2T 6G3,Male,Bachelor,64387,Divorced,Star,Standard,1087
