Loyalty Number;Country;Province;City;Postal Code;Gender;Education;Salary;Marital Status;Loyalty Card;Enrollment Type;Enrollment Year;Enrollment Month
675104;Canada;Ontario;Toronto;P1L 8X8;Female;Doctor;135971;Single;Star;Standard;2021;2
675106;Canada;Saskatchewan;Regina;S6J 3G0;Male;Master;104812;Divorced;Star;Standard;2019;10
675240;Canada;British Columbia;Victoria;V10 6T5;Male;College;0;Single;Aurora;Standard;2021;1
675243;Canada;Quebec;Montreal;H2Y 2W2;Male;Bachelor;53409;Single;Nova;Standard;2021;2
675385;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;88014;Married;Aurora;Standard;2021;9
675405;Canada;Alberta;Banff;T4V 1D4;Female;College;0;Divorced;Aurora;Standard;2020;11
675409;Canada;Quebec;Hull;J8Y 3Z5;Male;Doctor;254724;Married;Aurora;Standard;2017;6
675419;Canada;Ontario;Toronto;M2Z 4K1;Female;College;0;Single;Aurora;Standard;2018;7
675442;Canada;Ontario;Thunder Bay;K8T 5M5;Female;Bachelor;59061;Married;Star;Standard;2021;10
675457;Canada;British Columbia;West Vancouver;V6V 8Z3;Male;Bachelor;83379;Single;Nova;Standard;2017;6
675506;Canada;Ontario;Toronto;P1W 1K4;Female;Bachelor;71687;Married;Nova;2023 Promotion;2023;4
675516;Canada;Ontario;Toronto;P1J 8T7;Female;Bachelor;77288;Married;Nova;Standard;2020;6
675535;Canada;Manitoba;Winnipeg;R2C 0M5;Female;College;0;Divorced;Aurora;Standard;2021;12
675538;Canada;British Columbia;Vancouver;V1E 4R6;Male;Bachelor;103151;Single;Star;Standard;2019;2
675541;Canada;British Columbia;Vancouver;V1E 4R6;Male;Bachelor;76940;Married;Star;Standard;2020;10
675616;Canada;British Columbia;West Vancouver;V6V 8Z3;Female;Bachelor;100315;Married;Star;Standard;2019;1
675651;Canada;New Brunswick;Fredericton;E3B 2H2;Female;Bachelor;57510;Single;Star;Standard;2021;5
675710;Canada;Quebec;Quebec City;G1B 3L5;Male;College;0;Single;Star;Standard;2017;4
675848;Canada;Ontario;Kingston;M9K 2P4;Female;High School or Below;80919;Single;Star;Standard;2017;6
675879;Canada;Alberta;Edmonton;T3G 6Y6;Male;Bachelor;78617;Married;Aurora;2023 Promotion;2023;2
675936;Canada;Quebec;Montreal;H2T 2J6;Female;Bachelor;53637;Single;Nova;Standard;2020;9
675956;Canada;Ontario;Toronto;P1W 1K4;Male;College;0;Single;Aurora;Standard;2021;8
676289;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;69274;Single;Star;Standard;2021;5
676371;Canada;Quebec;Montreal;H2T 9K8;Male;Bachelor;66629;Married;Nova;Standard;2022;12
676376;Canada;British Columbia;Vancouver;V5R 1W3;Male;Bachelor;74770;Married;Nova;Standard;2018;12
845807;Canada;Ontario;Toronto;P5S 6R4;Female;College;0;Single;Nova;Standard;2019;11
676408;Canada;British Columbia;Whistler;V6T 1Y8;Male;Bachelor;60934;Married;Aurora;Standard;2020;4
676409;Canada;British Columbia;Victoria;V10 6T5;Female;Master;111948;Married;Star;Standard;2020;1
676585;Canada;British Columbia;Vancouver;V6E 3Z3;Male;College;0;Married;Star;Standard;2017;5
676622;Canada;Quebec;Montreal;H2Y 4R4;Male;College;0;Married;Nova;Standard;2020;9
676631;Canada;Quebec;Montreal;H4G 3T4;Male;Bachelor;51795;Married;Star;Standard;2023;5
676639;Canada;British Columbia;Victoria;V10 6T5;Male;High School or Below;77822;Married;Star;Standard;2017;10
676669;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;75978;Divorced;Aurora;Standard;2018;3
676676;Canada;Nova Scotia;Halifax;B3J 9S2;Female;College;0;Single;Star;Standard;2020;10
676877;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;86077;Married;Aurora;Standard;2021;10
677045;Canada;New Brunswick;Fredericton;E3B 2H2;Male;Bachelor;81115;Divorced;Nova;Standard;2018;8
677068;Canada;Quebec;Montreal;H2T 9K8;Female;College;0;Single;Star;Standard;2023;5
677141;Canada;Quebec;Montreal;H2Y 2W2;Female;College;0;Single;Star;Standard;2019;10
677153;Canada;British Columbia;Whistler;V6T 1Y8;Female;College;0;Single;Star;Standard;2023;9
677174;Canada;Quebec;Montreal;H4G 3T4;Female;Bachelor;50176;Married;Star;Standard;2017;6
677213;Canada;New Brunswick;Fredericton;E3B 2H2;Male;Bachelor;51795;Married;Star;Standard;2022;6
677217;Canada;Quebec;Montreal;H2T 2J6;Male;Bachelor;82573;Single;Aurora;Standard;2019;9
677218;Canada;Quebec;Hull;J8Y 3Z5;Male;Doctor;105902;Married;Star;Standard;2017;10
677292;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;57033;Married;Star;Standard;2021;2
677329;Canada;Ontario;Kingston;M9K 2P4;Male;College;0;Single;Nova;Standard;2022;9
677335;Canada;New Brunswick;Moncton;E1A 2A7;Female;Bachelor;87312;Single;Star;2023 Promotion;2023;2
677404;Canada;Quebec;Montreal;H2Y 2W2;Female;Doctor;217158;Married;Aurora;Standard;2020;11
677435;Canada;British Columbia;Vancouver;V5R 1W3;Male;High School or Below;65177;Married;Nova;Standard;2020;1
677527;Canada;British Columbia;Vancouver;V6E 3Z3;Male;Bachelor;92075;Divorced;Star;Standard;2017;5
677560;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;102255;Married;Nova;Standard;2020;6
677606;Canada;Alberta;Banff;T4V 1D4;Male;Bachelor;72409;Married;Nova;Standard;2021;10
677669;Canada;Manitoba;Winnipeg;R2C 0M5;Female;Bachelor;81631;Married;Star;Standard;2019;10
677695;Canada;Saskatchewan;Regina;S6J 3G0;Female;Bachelor;58725;Married;Star;Standard;2018;12
677717;Canada;Quebec;Montreal;H2Y 2W2;Male;College;0;Married;Aurora;Standard;2022;12
677751;Canada;Quebec;Quebec City;G1B 3L5;Male;College;0;Single;Star;Standard;2020;11
677925;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;70744;Married;Star;Standard;2018;8
677963;Canada;British Columbia;Vancouver;V6E 3D9;Female;Doctor;256041;Married;Aurora;Standard;2020;9
678205;Canada;Quebec;Hull;J8Y 3Z5;Male;Bachelor;67358;Married;Nova;Standard;2020;9
678217;Canada;Ontario;Toronto;P1J 8T7;Female;Bachelor;53068;Married;Nova;Standard;2023;5
678243;Canada;Alberta;Edmonton;T9G 1W3;Male;Master;83773;Married;Aurora;Standard;2019;12
678284;Canada;Nova Scotia;Halifax;B3C 2M8;Female;College;0;Single;Star;Standard;2023;6
678341;Canada;Ontario;Ottawa;K1F 2R2;Female;Bachelor;57018;Married;Star;Standard;2022;6
678454;Canada;Ontario;Thunder Bay;K8T 5M5;Female;Bachelor;87538;Married;Star;Standard;2018;4
678460;Canada;Ontario;Toronto;P5S 6R4;Female;Bachelor;85447;Married;Nova;Standard;2022;4
678514;Canada;Manitoba;Winnipeg;R2C 0M5;Male;College;0;Married;Star;Standard;2017;10
678544;Canada;British Columbia;West Vancouver;V6V 8Z3;Female;Bachelor;85966;Married;Star;Standard;2017;10
678603;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;52139;Single;Nova;Standard;2022;9
678616;Canada;Ontario;Toronto;M1R 4K3;Male;College;0;Married;Star;Standard;2019;5
678722;Canada;Ontario;Sudbury;M5V 1G5;Male;Master;72401;Single;Aurora;Standard;2022;8
678786;Canada;Manitoba;Winnipeg;R3R 3T4;Male;Bachelor;85447;Married;Aurora;Standard;2017;9
678837;Canada;British Columbia;Victoria;V10 6T5;Male;High School or Below;81036;Married;Star;Standard;2018;7
678858;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;94089;Married;Nova;Standard;2021;4
678925;Canada;Ontario;Toronto;P1W 1K4;Male;College;0;Single;Aurora;Standard;2020;11
678933;Canada;Quebec;Montreal;H2Y 4R4;Male;Bachelor;72409;Married;Nova;Standard;2023;6
678991;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;80000;Single;Nova;Standard;2020;10
679075;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;86274;Married;Star;Standard;2021;10
679132;Canada;Ontario;Toronto;M1R 4K3;Male;Master;128118;Married;Star;Standard;2023;7
679155;Canada;Alberta;Edmonton;T9G 1W3;Female;Bachelor;81781;Married;Aurora;Standard;2017;6
679253;Canada;Ontario;Thunder Bay;K8T 5M5;Male;College;0;Married;Nova;Standard;2023;1
679311;Canada;British Columbia;Dawson Creek;U5I 4F1;Male;Master;102782;Divorced;Star;Standard;2022;7
679414;Canada;Ontario;Toronto;M8Y 4K8;Male;College;0;Single;Star;Standard;2023;5
679437;Canada;Quebec;Tremblant;H5Y 2S9;Female;College;0;Married;Aurora;Standard;2020;12
679485;Canada;Ontario;Trenton;K8V 4B2;Male;College;0;Single;Star;Standard;2019;5
679609;Canada;British Columbia;Vancouver;V6E 3D9;Female;Doctor;171815;Divorced;Star;Standard;2022;8
679623;Canada;British Columbia;Vancouver;V6E 3Z3;Female;Doctor;171650;Married;Star;Standard;2020;11
679859;Canada;British Columbia;Whistler;V6T 1Y8;Female;Bachelor;74770;Married;Star;Standard;2019;9
679908;Canada;Quebec;Montreal;H4G 3T4;Female;Bachelor;77601;Married;Star;Standard;2020;8
679994;Canada;British Columbia;Vancouver;V6E 3Z3;Female;College;0;Married;Star;Standard;2023;6
680168;Canada;British Columbia;Whistler;V6T 1Y8;Female;College;0;Married;Nova;Standard;2023;7
680181;Canada;Nova Scotia;Halifax;B3J 9S2;Male;Bachelor;56392;Married;Star;Standard;2022;4
680193;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;65099;Divorced;Star;Standard;2017;5
680376;Canada;Saskatchewan;Regina;S1J 3C5;Female;Bachelor;66507;Married;Star;Standard;2023;8
680379;Canada;Quebec;Quebec City;G1B 3L5;Female;Bachelor;63654;Married;Star;Standard;2019;7
680444;Canada;Ontario;Ottawa;K1G 4Z0;Female;Bachelor;97193;Single;Aurora;Standard;2017;11
680445;Canada;Ontario;Toronto;M2Z 4K1;Female;College;0;Married;Star;Standard;2018;1
680553;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;104938;Married;Aurora;Standard;2018;4
680565;Canada;Quebec;Montreal;H2T 2J6;Male;Bachelor;83194;Married;Star;Standard;2018;6
680569;Canada;Quebec;Montreal;H2T 2J6;Male;College;0;Married;Aurora;Standard;2020;12
680738;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;67219;Married;Aurora;Standard;2021;11
680754;Canada;Ontario;Trenton;K8V 4B2;Male;College;0;Married;Star;Standard;2023;11
680839;Canada;British Columbia;Vancouver;V1E 4R6;Female;Master;105487;Divorced;Star;Standard;2021;10
680878;Canada;Ontario;Sudbury;M5V 1G5;Female;College;0;Single;Aurora;Standard;2023;8
680886;Canada;Saskatchewan;Regina;S1J 3C5;Female;Bachelor;89210;Married;Star;Standard;2019;9
681032;Canada;Ontario;Toronto;M2P 4F6;Female;Bachelor;64605;Married;Aurora;Standard;2017;6
681250;Canada;Ontario;Trenton;K8V 4B2;Male;Bachelor;87406;Married;Nova;Standard;2021;10
681270;Canada;Quebec;Montreal;H4G 3T4;Male;Bachelor;74153;Divorced;Nova;Standard;2019;5
681309;Canada;Ontario;Trenton;K8V 4B2;Female;Bachelor;59661;Divorced;Star;Standard;2021;11
681328;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;53638;Divorced;Nova;Standard;2022;6
681399;Canada;Manitoba;Winnipeg;R2C 0M5;Female;Bachelor;58740;Single;Aurora;Standard;2021;6
681649;Canada;Ontario;Toronto;P2T 6G3;Male;Bachelor;60582;Divorced;Nova;Standard;2017;5
681722;Canada;British Columbia;Vancouver;V5R 1W3;Male;College;0;Single;Star;Standard;2019;10
681785;Canada;British Columbia;Vancouver;V1E 4R6;Male;Doctor;198691;Divorced;Star;Standard;2019;6
681822;Canada;British Columbia;Vancouver;V6E 3Z3;Male;Bachelor;51017;Married;Nova;Standard;2019;2
681887;Canada;Ontario;Thunder Bay;K8T 5M5;Male;College;0;Married;Nova;Standard;2017;9
681921;Canada;Ontario;Toronto;M2M 7K8;Male;College;0;Single;Nova;Standard;2018;11
681961;Canada;Quebec;Montreal;H2T 2J6;Male;Bachelor;53065;Single;Nova;Standard;2020;2
681984;Canada;Yukon;Whitehorse;Y2K 6R0;Female;College;0;Single;Aurora;Standard;2017;11
682064;Canada;Ontario;Trenton;K8V 4B2;Female;Bachelor;70705;Married;Star;Standard;2017;4
682103;Canada;Ontario;Toronto;M1R 4K3;Male;Bachelor;87259;Divorced;Star;Standard;2018;8
682194;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;57870;Married;Nova;Standard;2020;7
682288;Canada;New Brunswick;Fredericton;E3B 2H2;Male;College;0;Single;Star;Standard;2017;8
682308;Canada;Quebec;Montreal;H4G 3T4;Male;College;0;Married;Aurora;Standard;2019;2
682337;Canada;Ontario;Thunder Bay;K8T 5M5;Male;College;0;Single;Star;Standard;2023;9
682356;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;72656;Divorced;Aurora;Standard;2019;5
682419;Canada;Quebec;Tremblant;H5Y 2S9;Female;College;0;Married;Star;Standard;2018;8
682528;Canada;Quebec;Montreal;H4G 3T4;Female;Bachelor;92826;Married;Nova;Standard;2017;11
682533;Canada;Quebec;Montreal;H2Y 2W2;Male;Bachelor;74609;Single;Star;Standard;2023;11
682571;Canada;British Columbia;Kelowna;V09 2E9;Female;Bachelor;56594;Divorced;Star;Standard;2017;12
682707;Canada;British Columbia;Whistler;V6T 1Y8;Female;High School or Below;65565;Married;Nova;Standard;2022;4
682709;Canada;Ontario;Toronto;M1R 4K3;Male;Bachelor;103965;Married;Nova;Standard;2019;1
682813;Canada;Alberta;Edmonton;T9G 1W3;Female;Bachelor;86484;Married;Nova;Standard;2021;4
682819;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;47602;Divorced;Aurora;Standard;2019;3
682826;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;83310;Single;Star;Standard;2019;7
682840;Canada;New Brunswick;Fredericton;E3B 2H2;Male;Bachelor;48852;Married;Nova;Standard;2020;12
682979;Canada;Ontario;Toronto;M1R 4K3;Male;Bachelor;76159;Married;Star;Standard;2019;6
121236;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;95061;Married;Star;Standard;2022;3
683126;Canada;Quebec;Quebec City;G1B 3L5;Female;College;0;Single;Star;Standard;2018;6
683250;Canada;Quebec;Montreal;H4G 3T4;Male;Bachelor;74756;Married;Nova;Standard;2019;10
683276;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;47996;Married;Aurora;Standard;2023;10
683356;Canada;Saskatchewan;Regina;S6J 3G0;Female;Bachelor;57377;Single;Nova;Standard;2020;11
683361;Canada;Quebec;Montreal;H2T 2J6;Male;Bachelor;53178;Married;Star;Standard;2022;11
683458;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;52436;Married;Star;2023 Promotion;2023;4
683487;Canada;Quebec;Montreal;H2Y 2W2;Male;Bachelor;65489;Married;Nova;Standard;2017;4
683550;Canada;Alberta;Edmonton;T3G 6Y6;Male;Bachelor;67821;Single;Nova;Standard;2019;4
683660;Canada;Manitoba;Winnipeg;R3R 3T4;Male;Bachelor;69371;Divorced;Star;Standard;2020;9
683664;Canada;Quebec;Montreal;H2Y 2W2;Male;Bachelor;59401;Married;Nova;Standard;2023;7
683685;Canada;Ontario;Toronto;M1R 4K3;Male;Bachelor;67592;Married;Nova;Standard;2020;5
683699;Canada;Nova Scotia;Halifax;B3J 9S2;Male;Bachelor;94801;Divorced;Nova;Standard;2019;4
683751;Canada;Alberta;Banff;T4V 1D4;Male;Master;128118;Married;Star;Standard;2018;2
683838;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;93731;Married;Nova;Standard;2022;11
683875;Canada;British Columbia;Vancouver;V6E 3D9;Female;College;0;Married;Star;Standard;2023;9
683901;Canada;Quebec;Montreal;H2T 2J6;Male;Doctor;154475;Married;Aurora;Standard;2020;5
683909;Canada;Quebec;Montreal;H2Y 2W2;Female;Bachelor;85456;Single;Aurora;2023 Promotion;2023;2
683920;Canada;Nova Scotia;Halifax;B3C 2M8;Male;Bachelor;86393;Married;Star;Standard;2019;7
684081;Canada;British Columbia;Vancouver;V6E 3Z3;Male;Bachelor;76150;Married;Star;Standard;2023;9
684123;Canada;British Columbia;Whistler;V6T 1Y8;Male;Doctor;221857;Married;Nova;Standard;2018;1
684133;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;101730;Married;Star;Standard;2019;5
684155;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;51785;Single;Star;Standard;2020;12
684201;Canada;Ontario;Toronto;M8Y 4K8;Female;Bachelor;80000;Single;Star;Standard;2022;4
684296;Canada;British Columbia;Whistler;V6T 1Y8;Male;Bachelor;75171;Married;Nova;Standard;2018;12
684305;Canada;Ontario;Toronto;P1J 8T7;Male;College;0;Married;Aurora;Standard;2018;10
684371;Canada;Ontario;Kingston;M9K 2P4;Male;College;0;Single;Nova;Standard;2020;2
684386;Canada;British Columbia;Whistler;V6T 1Y8;Female;Bachelor;72409;Married;Nova;Standard;2017;9
684491;Canada;Ontario;Toronto;M2Z 4K1;Female;Bachelor;54340;Married;Aurora;Standard;2021;12
684691;Canada;Alberta;Edmonton;T3G 6Y6;Male;Bachelor;50906;Divorced;Star;Standard;2021;4
684699;Canada;Nova Scotia;Halifax;B3C 2M8;Female;Bachelor;87635;Married;Nova;Standard;2020;1
684776;Canada;Ontario;Toronto;P2T 6G3;Female;Bachelor;62604;Married;Nova;Standard;2019;11
684826;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;60428;Married;Nova;Standard;2021;10
684835;Canada;Ontario;Toronto;P1W 1K4;Male;Doctor;73871;Single;Star;Standard;2023;7
684881;Canada;British Columbia;Vancouver;V6E 3Z3;Female;College;0;Married;Star;Standard;2017;6
684889;Canada;British Columbia;Victoria;V10 6T5;Female;Bachelor;82481;Divorced;Aurora;Standard;2021;4
684934;Canada;Ontario;Toronto;M8Y 4K8;Male;Bachelor;98675;Divorced;Nova;Standard;2017;12
685171;Canada;Nova Scotia;Halifax;B3C 2M8;Female;College;0;Divorced;Star;Standard;2018;7
685208;Canada;Ontario;Ottawa;K1F 2R2;Male;Bachelor;61746;Single;Nova;Standard;2019;3
685314;Canada;Ontario;Toronto;M8Y 4K8;Male;Bachelor;55335;Married;Star;Standard;2019;10
685346;Canada;Quebec;Tremblant;H5Y 2S9;Male;Bachelor;72587;Married;Star;Standard;2019;10
685375;Canada;British Columbia;Vancouver;V6E 3Z3;Male;College;0;Married;Star;Standard;2021;7
685408;Canada;Ontario;Toronto;P1W 1K4;Male;Bachelor;66259;Divorced;Aurora;Standard;2017;10
685533;Canada;Ontario;Kingston;M9K 2P4;Female;Bachelor;59256;Single;Star;Standard;2018;6
685546;Canada;Alberta;Edmonton;T3G 6Y6;Female;College;0;Single;Aurora;Standard;2019;6
685608;Canada;Ontario;Trenton;K8V 4B2;Male;College;0;Married;Nova;Standard;2021;11
685653;Canada;Quebec;Montreal;H2Y 4R4;Male;College;0;Single;Star;Standard;2018;5
685683;Canada;Alberta;Banff;T4V 1D4;Male;College;0;Single;Star;Standard;2021;6
685720;Canada;British Columbia;Whistler;V6T 1Y8;Female;College;0;Married;Star;Standard;2022;7
685982;Canada;Ontario;Toronto;P2T 6G3;Female;Bachelor;67445;Single;Aurora;Standard;2019;12
686031;Canada;British Columbia;Vancouver;V1E 4R6;Female;College;0;Married;Star;Standard;2022;1
686044;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;75551;Married;Nova;Standard;2018;4
686059;Canada;Quebec;Montreal;H3T 8L4;Female;Bachelor;93052;Married;Nova;Standard;2019;6
686196;Canada;Quebec;Hull;J8Y 3Z5;Male;College;0;Single;Nova;Standard;2021;5
686220;Canada;Quebec;Quebec City;G1B 3L5;Female;Master;81333;Single;Nova;Standard;2017;11
686223;Canada;Alberta;Banff;T4V 1D4;Male;Bachelor;33651;Married;Nova;2023 Promotion;2023;4
686232;Canada;Quebec;Montreal;H2T 2J6;Male;Bachelor;49610;Married;Aurora;Standard;2017;7
686371;Canada;British Columbia;Vancouver;V6E 3Z3;Female;College;0;Single;Nova;2023 Promotion;2023;2
686397;Canada;New Brunswick;Fredericton;E3B 2H2;Male;College;0;Married;Aurora;2023 Promotion;2023;4
686432;Canada;Manitoba;Winnipeg;R2C 0M5;Female;College;0;Single;Star;Standard;2017;10
686471;Canada;Ontario;Ottawa;K1G 4Z0;Male;Master;117771;Single;Star;Standard;2019;10
686474;Canada;Ontario;Toronto;M1R 4K3;Female;Bachelor;82371;Married;Star;Standard;2019;4
686509;Canada;Quebec;Montreal;H2Y 4R4;Male;Bachelor;88295;Married;Star;2023 Promotion;2023;2
686555;Canada;Quebec;Quebec City;G1B 3L5;Male;Bachelor;87804;Married;Nova;Standard;2018;4
686709;Canada;Ontario;London;M5B 3E4;Female;Doctor;138795;Single;Star;Standard;2017;10
686728;Canada;Quebec;Tremblant;H5Y 2S9;Male;Bachelor;80816;Single;Nova;2023 Promotion;2023;3
686769;Canada;New Brunswick;Fredericton;E3B 2H2;Male;Bachelor;47715;Divorced;Nova;Standard;2019;4
686783;Canada;Quebec;Montreal;H2T 9K8;Female;College;0;Married;Star;Standard;2021;7
686838;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;102452;Married;Aurora;Standard;2019;8
687108;Canada;British Columbia;Kelowna;V09 2E9;Female;Bachelor;50795;Divorced;Star;Standard;2021;3
687170;Canada;Ontario;Toronto;P5S 6R4;Male;Bachelor;81028;Married;Star;Standard;2021;6
687186;Canada;British Columbia;Victoria;V10 6T5;Male;Bachelor;57996;Married;Nova;Standard;2022;5
687199;Canada;Ontario;Sudbury;M5V 1G5;Female;Bachelor;64726;Divorced;Nova;Standard;2017;8
687262;Canada;British Columbia;West Vancouver;V6V 8Z3;Male;College;0;Single;Aurora;Standard;2017;9
687401;Canada;British Columbia;Vancouver;V6E 3D9;Male;College;0;Single;Nova;Standard;2019;11
687412;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;70159;Married;Star;Standard;2020;7
687525;Canada;Quebec;Quebec City;G1B 3L5;Female;Bachelor;86098;Married;Star;Standard;2018;7
687533;Canada;British Columbia;Whistler;V6T 1Y8;Male;Bachelor;54786;Married;Aurora;Standard;2021;10
687589;Canada;Quebec;Montreal;H2T 9K8;Male;College;0;Divorced;Nova;Standard;2017;6
687593;Canada;British Columbia;Victoria;V10 6T5;Male;Bachelor;50298;Married;Star;Standard;2023;11
687639;Canada;Ontario;Ottawa;K1F 2R2;Female;Doctor;90564;Single;Star;Standard;2021;4
687748;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;104192;Married;Aurora;Standard;2022;8
687820;Canada;Saskatchewan;Regina;S6J 3G0;Female;College;0;Single;Star;Standard;2017;12
687951;Canada;British Columbia;Vancouver;V5R 1W3;Female;College;0;Divorced;Aurora;Standard;2022;4
687962;Canada;Newfoundland;St. John's;A1C 6H9;Male;Bachelor;90175;Single;Nova;Standard;2018;9
687984;Canada;Ontario;Trenton;K8V 4B2;Male;Bachelor;95936;Married;Nova;Standard;2017;11
688058;Canada;British Columbia;Vancouver;V5R 1W3;Male;Doctor;99747;Married;Aurora;Standard;2021;9
688132;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;56193;Divorced;Aurora;Standard;2017;9
688139;Canada;British Columbia;Whistler;V6T 1Y8;Female;College;0;Single;Star;2023 Promotion;2023;4
688178;Canada;Ontario;Toronto;P5S 6R4;Female;Bachelor;77608;Married;Nova;Standard;2021;5
688319;Canada;Quebec;Montreal;H2Y 4R4;Female;Bachelor;89230;Divorced;Nova;Standard;2017;5
688410;Canada;British Columbia;Whistler;V6T 1Y8;Female;Bachelor;63840;Married;Star;Standard;2019;4
410202;Canada;Ontario;Toronto;P1J 8T7;Female;High School or Below;47587;Divorced;Aurora;Standard;2021;10
688533;Canada;Ontario;Thunder Bay;K8T 5M5;Male;Doctor;67855;Married;Nova;Standard;2019;6
688615;Canada;British Columbia;Vancouver;V5R 1W3;Female;College;0;Married;Star;Standard;2023;6
688627;Canada;British Columbia;Vancouver;V6E 3D9;Female;College;0;Divorced;Star;Standard;2018;2
688691;Canada;Ontario;Trenton;K8V 4B2;Female;Bachelor;80479;Divorced;Nova;Standard;2017;8
688731;Canada;Ontario;Toronto;M1R 4K3;Female;Bachelor;59401;Married;Star;Standard;2023;11
688820;Canada;Ontario;Toronto;P2T 6G3;Female;Bachelor;84901;Married;Star;Standard;2019;7
688891;Canada;Ontario;Toronto;P2T 6G3;Male;Bachelor;61428;Single;Nova;2023 Promotion;2023;2
688902;Canada;British Columbia;Vancouver;V6E 3Z3;Male;Doctor;178806;Married;Star;Standard;2020;4
689000;Canada;British Columbia;Victoria;V10 6T5;Female;Doctor;276623;Married;Star;Standard;2017;5
689112;Canada;Ontario;Toronto;P2T 6G3;Male;Bachelor;65762;Married;Star;Standard;2017;5
689275;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;73262;Married;Nova;Standard;2020;5
689353;Canada;Ontario;Toronto;M2Z 4K1;Female;Bachelor;84015;Married;Star;Standard;2017;4
689389;Canada;Quebec;Montreal;H2Y 4R4;Female;Bachelor;51041;Married;Star;Standard;2021;3
689440;Canada;Alberta;Edmonton;T3G 6Y6;Female;College;0;Single;Nova;Standard;2022;12
689459;Canada;British Columbia;Dawson Creek;U5I 4F1;Male;College;0;Single;Star;Standard;2020;10
689477;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;100140;Married;Aurora;Standard;2018;2
689818;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;64680;Married;Star;Standard;2020;3
689839;Canada;British Columbia;Vancouver;V6E 3D9;Male;College;0;Single;Nova;2023 Promotion;2023;3
689909;Canada;British Columbia;Dawson Creek;U5I 4F1;Male;College;0;Single;Star;Standard;2020;10
689912;Canada;Ontario;Toronto;M2M 7K8;Female;College;0;Divorced;Star;Standard;2019;6
689981;Canada;Ontario;Toronto;M8Y 4K8;Male;Doctor;227341;Married;Star;Standard;2018;1
689993;Canada;Ontario;Thunder Bay;K8T 5M5;Female;College;0;Married;Star;Standard;2018;1
690029;Canada;Ontario;Toronto;M1R 4K3;Male;Doctor;146559;Married;Star;Standard;2019;5
690191;Canada;British Columbia;Vancouver;V6E 3Z3;Male;Bachelor;47322;Married;Nova;2023 Promotion;2023;4
690199;Canada;Ontario;Ottawa;K1F 2R2;Female;Bachelor;78636;Married;Star;Standard;2017;9
690494;Canada;Ontario;Trenton;K8V 4B2;Male;College;0;Single;Star;Standard;2022;10
690510;Canada;Quebec;Montreal;H2Y 4R4;Female;Bachelor;71972;Single;Star;Standard;2023;8
690563;Canada;Ontario;Ottawa;K1F 2R2;Female;College;0;Single;Aurora;Standard;2017;10
690637;Canada;Quebec;Hull;J8Y 3Z5;Male;Bachelor;58589;Married;Star;Standard;2021;12
690641;Canada;British Columbia;Victoria;V10 6T5;Female;Bachelor;71728;Single;Star;Standard;2017;6
690671;Canada;Ontario;Toronto;P5S 6R4;Female;Bachelor;47715;Divorced;Nova;Standard;2021;9
690776;Canada;Alberta;Edmonton;T3G 6Y6;Male;College;0;Married;Nova;Standard;2020;5
690797;Canada;Ontario;London;M5B 3E4;Male;Bachelor;62731;Married;Aurora;Standard;2017;8
690862;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;74135;Married;Star;Standard;2019;1
690866;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;86089;Single;Star;Standard;2017;6
